train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
4,1940;4,9656;9,7600;4,4851;4,7103;9,7600;4,7103
10,8510;4,4543;17,6600;4,0789;8,3034;17,6600;8,3034
15,8060;4,1601;21,4900;3,8891;9,5517;21,4900;9,5517
20,2560;3,9319;26,9400;3,7011;10,8690;26,9400;10,8690
24,2470;3,7533;29,8100;3,5551;12,4276;29,8100;12,4276
27,8170;3,5997;32,3200;3,4837;14,6069;32,3200;14,6069
30,5740;3,4804;35,4600;3,3278;15,5379;35,4600;15,5379
33,0410;3,3749;39,3100;3,1582;16,4345;39,3100;16,4345
35,3310;3,2775;42,0600;3,0360;18,3172;42,0600;18,3172
37,2520;3,1911;43,7000;2,9511;19,6276;43,7000;19,6276
39,3140;3,1139;45,2800;2,9298;20,9724;45,2800;20,9724
40,9800;3,0378;47,3400;2,8325;20,7034;47,3400;20,7034
43,1720;2,9677;49,8700;2,7466;20,5448;49,8700;20,5448
44,6450;2,9057;50,4700;2,7144;22,1379;50,4700;22,1379
46,0500;2,8471;52,8500;2,6418;23,6966;52,8500;23,6966
47,5720;2,7995;53,1600;2,6247;22,9655;53,1600;22,9655
48,6100;2,7596;54,5600;2,5874;22,9448;54,5600;22,9448
49,5340;2,7305;55,1400;2,5641;23,4000;55,1400;23,4000
50,3510;2,6982;55,3300;2,5501;23,9241;55,3300;23,9241
50,4920;2,6916;55,6500;2,5485;24,0000;55,6500;24,0000
39,3480;3,1037;44,2300;2,9418;18,7793;44,2300;18,7793
40,0220;3,0788;43,5600;2,9474;17,6138;43,5600;17,6138
40,9180;3,0391;43,6200;2,9943;16,8207;43,6200;16,8207
42,3110;2,9842;47,1200;2,8857;19,6621;47,1200;19,6621
43,5280;2,9375;47,4900;2,8416;20,1655;47,4900;20,1655
44,7680;2,8964;50,0400;2,7352;22,6138;50,0400;22,6138
45,5470;2,8569;50,6000;2,7109;23,1793;50,6000;23,1793
46,7770;2,8122;50,9600;2,6823;21,2483;50,9600;21,2483
47,6430;2,7755;53,2900;2,6372;22,8897;53,2900;22,8897
48,7910;2,7396;49,6500;2,7368;20,8276;49,6500;20,8276
49,9870;2,6967;52,6400;2,6458;24,6069;52,6400;24,6069
50,7180;2,6643;53,5200;2,6117;22,9724;53,5200;22,9724
51,8470;2,6245;53,1700;2,6163;21,9862;53,1700;21,9862
52,8620;2,5881;55,2600;2,5806;23,6138;55,2600;23,6138
53,6850;2,5557;57,0700;2,4880;25,1241;57,0700;25,1241
54,6120;2,5230;56,9000;2,5065;25,4759;56,9000;25,4759
55,7850;2,4818;56,2200;2,5080;25,3103;56,2200;25,3103
56,7530;2,4483;58,0400;2,4563;27,9103;58,0400;27,9103
57,7280;2,4093;59,0200;2,4257;28,3586;59,0200;28,3586
58,5130;2,3832;59,2300;2,3931;26,4345;59,2300;26,4345
59,6770;2,3453;59,6500;2,3862;26,7034;59,6500;26,7034
60,7060;2,3102;60,2700;2,3774;27,2207;60,2700;27,2207
61,7450;2,2749;61,2300;2,3498;26,4759;61,2300;26,4759
62,6560;2,2389;60,3000;2,3762;30,0828;60,3000;30,0828
63,9280;2,2015;61,0600;2,3153;27,6069;61,0600;27,6069
64,8920;2,1719;61,5600;2,3077;28,1793;61,5600;28,1793
65,7650;2,1413;62,2700;2,3013;28,2069;62,2700;28,2069
66,8940;2,1049;62,8500;2,2636;29,8000;62,8500;29,8000
67,8650;2,0770;63,2700;2,2521;29,4483;63,2700;29,4483
